Peptide_Family,Species
Palustrin,"Rana amurensis"""
Palustrin,"Rana amurensis"""
Palustrin,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
Brevinin,
Brevinin,
Ranatuerin,
Ranatuerin,
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Temporin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Brevinin,"Rana arvalis"""
Palustrin,"Rana arvalis"""
Brevinin,
Temporin,
Temporin,
Brevinin,
Brevinin,
Brevinin,
Ranatuerin,
Ranatuerin,
Temporin,
Ranatuerin,Rana boylii
Ranatuerin,Rana boylii
,Rana boylii
Esculentin,Rana boylii
Brevinin,Rana boylii
,"Rana boylii"""
Temporin,Rana boylii
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,"C18S,C24Sbrevinin-1BYa"""
Brevinin,"C18S,C24Sbrevinin-1BYa"""
Ranatuerin,
Brevinin,
Temporin,
Temporin,
Temporin,
Temporin,
Ranatuerin,
,Rana chensinensis
,Rana chensinensis
Temporin,Rana chensinensis
Brevinin,Rana chensinensis
Brevinin,Rana chensinensis
Temporin,Rana chensinensis
Temporin,Rana chensinensis
,Rana chensinensis
Palustrin,Rana chensinensis
Palustrin,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
,Rana chensinensis
Brevinin,Rana chensinensis
Brevinin,Rana chensinensis
Brevinin,Rana chensinensis
Temporin,Rana chensinensis
Temporin,Rana chensinensis
Temporin,Rana chensinensis
Temporin,Rana chensinensis
Temporin,Rana chensinensis
Palustrin,Rana chensinensis
,Rana chensinensis
Temporin,Rana chensinensis
Temporin,Rana chensinensis
,Rana chensinensis
Palustrin,Rana chensinensis
Brevinin,Rana chensinensis
,
Temporin,Rana chensinensis
Ranatuerin,Rana draytonii
Odorranain,Rana draytonii
Esculentin,Rana draytonii
Brevinin,Rana draytonii
Temporin,Rana draytonii
Temporin,Rana draytonii
Temporin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,Rana dybowskii
Brevinin,Rana dybowskii
Brevinin,Rana dybowskii
,Rana dybowskii
,Rana dybowskii
,Rana dybowskii
,Rana dybowskii
,Rana dybowskii
,Rana dybowskii
,Rana dybowskii
,Rana dybowskii
Brevinin,
Brevinin,
Temporin,
Temporin,
Temporin,
Temporin,
Brevinin,
Brevinin,
,
,
,
,
Ranatuerin,Rana dybowskii
,"Rana dybowskii"""
,"Rana dybowskii"""
,"Rana dybowskii"""
,"Rana dybowskii"""
,"Rana dybowskii"""
,"Rana dybowskii"""
,"Rana dybowskii"""
,"Rana dybowskii"""
Ranatuerin,"Rana dybowskii"""
Ranatuerin,"Rana dybowskii"""
Ranatuerin,"Rana dybowskii"""
Ranatuerin,"Rana dybowskii"""
Ranatuerin,"Rana dybowskii"""
Ranatuerin,"Rana dybowskii"""
Ranatuerin,"Rana dybowskii"""
,"Rana dybowskii"""
,"Rana dybowskii"""
,"Rana dybowskii"""
Brevinin,
Brevinin,Rana huanrensis
Brevinin,
Brevinin,
Temporin,
,
,
Temporin,
Brevinin,Rana japonica
Brevinin,Rana kukunoris
Brevinin,Rana kukunoris
Brevinin,Rana kukunoris
Brevinin,Rana kukunoris
Brevinin,Rana kukunoris
Brevinin,Rana kukunoris
,Rana kukunoris
,Rana kukunoris
,Rana kukunoris
,Rana kukunoris
Palustrin,Rana kukunoris
Palustrin,Rana kukunoris
Palustrin,Rana kukunoris
,Rana kukunoris
Brevinin,Rana kukunoris
Brevinin,Rana kukunoris
Brevinin,Rana kukunoris
,Rana kukunoris
,Rana kukunoris
,Rana kukunoris
,Rana kukunoris
Temporin,Rana kukunoris
,Rana kunyuensis
Brevinin,
Brevinin,
Brevinin,
Ranatuerin,
Ranatuerin,
Temporin,
Temporin,
Brevinin,
Brevinin,
Esculentin,
Ranatuerin,
Ranatuerin,
Temporin,
Temporin,
Temporin,
,Rana omeimontis
,Rana omeimontis
Temporin,Rana omeimontis
Temporin,Rana omeimontis
Temporin,Rana ornativentris
Temporin,Rana ornativentris
Brevinin,Rana ornativentris
,"Rana pretiosa"""
,"Rana pretiosa"""
,"Rana pretiosa"""
Ranatuerin,"Rana pretiosa"""
Ranatuerin,"Rana pretiosa"""
,"Rana pretiosa"""
,Rana sakuraii
,Rana sakuraii
,Rana sakuraii
Ranatuerin,Rana sierrae
Ranatuerin,Rana sierrae
,"Rana sierrae"""
Temporin,Rana sierrae
Temporin,"Rana sierrae"""
,Rana tagoi
Ranatuerin,Rana tagoi
Brevinin,Rana tagoi okiensis
Brevinin,Rana tagoi okiensis
Ranatuerin,Rana tagoi okiensis
Ranatuerin,Rana tagoi okiensis
Ranatuerin,Rana tagoi okiensis
Ranatuerin,Rana tagoi okiensis
,Rana tagoi okiensis
,Rana tagoi okiensis
,Rana tagoi okiensis
,Rana tagoi okiensis
Temporin,
Temporin,
Temporin,
Brevinin,Rana temporaria
Brevinin,Rana temporaria
,
Temporin,
Temporin,
Temporin,
Temporin,
Temporin,
Brevinin,
Brevinin,
Temporin,
Temporin,
,Rana temporaria
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
,
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Temporin,"Rana temporaria"""
Brevinin,"Rana temporaria"""
Brevinin,"Rana temporaria"""
Brevinin,"Rana temporaria"""
Brevinin,"Rana temporaria"""
Brevinin,"Rana temporaria"""
Brevinin,"Rana temporaria"""
Brevinin,"Rana temporaria"""
Brevinin,"Rana temporaria"""
Brevinin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
Palustrin,"Rana temporaria"""
,Rana temporaria
,Rana temporaria
,Rana temporaria
,Rana temporaria
,
,
Temporin,
Temporin,
Temporin,
Temporin,
Temporin,
Temporin,
Brevinin,
Temporin,
Brevinin,Rana ulma
Brevinin,Rana ulma
Brevinin,Rana ulma
Brevinin,Rana ulma
Brevinin,Rana ulma
Brevinin,Rana ulma
Ranatuerin,Rana ulma
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Brevinin,Rana zhenhaiensis
Ranatuerin,Rana zhenhaiensis
,Rana zhenhaiensis
,Rana zhenhaiensis
,Ranitomeya imitator
,Ranitomeya imitator
,Ranitomeya imitator
,Ranitomeya imitator
,Ranitomeya imitator
,
,
,
,Ranoidea aurea
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,Ranoidea caerulea
,Ranoidea caerulea
,Ranoidea caerulea
,Ranoidea caerulea
,Ranoidea caerulea
,Ranoidea caerulea
,
,
,
,
,
,Ranoidea caerulea
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,Ranoidea splendida x Ranoidea caerulea
,Ranoidea splendida x Ranoidea caerulea
,Salmonella bongori CFSAN000510
,Salmonella bongori CFSAN000510
,Salmonella bongori CFSAN000510
,Salmonella bongori CFSAN000510
,Salmonella bongori CFSAN000510
,Salmonella bongori CFSAN000510
,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000183
,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000183
,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000183
,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000183
,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000183
,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000183
,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000183
,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000183
,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000183
,Salmonella enterica subsp. enterica serovar Javiana
,Salmonella enterica subsp. enterica serovar Javiana
,Salmonella enterica subsp. enterica serovar Javiana
,Salmonella enterica subsp. enterica serovar Newport str. CVM 19447
,Salmonella enterica subsp. enterica serovar Newport str. CVM 19447
,Salmonella enterica subsp. enterica serovar Newport str. CVM 19447
,Salmonella enterica subsp. enterica serovar Newport str. CVM 19447
,"Salmonella enterica subsp. enterica serovar Newport str. CVM 19447"""
,"Salmonella enterica subsp. enterica serovar Newport str. CVM 19447"""
,Salmonella enterica subsp. enterica serovar Newport str. CVM 19447
,Salmonella enterica subsp. enterica serovar Newport str. CVM 19447
,Salmonella enterica subsp. enterica serovar Newport str. CVM 19447
,Salmonella enterica subsp. enterica serovar Nottingham
,Salmonella enterica subsp. enterica serovar Nottingham
,Salmonella enterica subsp. enterica serovar Nottingham
,Sphaenorhynchus lacteus
,
,
,Staurois parvus
,Streptococcus agalactiae
,Streptococcus agalactiae STIR-CD-21
,Succinatimonas hippei YIT 12066
Brevinin,Sylvirana guentheri
Brevinin,Sylvirana guentheri
Temporin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,Sylvirana guentheri
Brevinin,Sylvirana guentheri
Brevinin,Sylvirana guentheri
Brevinin,Sylvirana guentheri
Brevinin,Sylvirana guentheri
Brevinin,Sylvirana guentheri
Brevinin,Sylvirana guentheri
Brevinin,Sylvirana guentheri
Brevinin,Sylvirana guentheri
,Sylvirana maosonensis
,Sylvirana maosonensis
Brevinin,Sylvirana maosonensis
Brevinin,Sylvirana maosonensis
Brevinin,Sylvirana maosonensis
Esculentin,Sylvirana maosonensis
Esculentin,Sylvirana maosonensis
,Sylvirana maosonensis
,Sylvirana maosonensis
,Sylvirana maosonensis
,Sylvirana maosonensis
Odorranain,Sylvirana maosonensis
Temporin,Sylvirana maosonensis
Temporin,Sylvirana maosonensis
Temporin,Sylvirana maosonensis
Temporin,Sylvirana maosonensis
Temporin,Sylvirana maosonensis
Temporin,Sylvirana maosonensis
,Sylvirana maosonensis
Brevinin,Sylvirana spinulosa
Brevinin,Sylvirana spinulosa
Brevinin,Sylvirana spinulosa
Brevinin,Sylvirana spinulosa
Brevinin,Sylvirana spinulosa
Brevinin,Sylvirana spinulosa
Brevinin,Sylvirana spinulosa
Esculentin,Sylvirana spinulosa
Esculentin,Sylvirana spinulosa
Esculentin,Sylvirana spinulosa
,Sylvirana spinulosa
,Sylvirana spinulosa
,Sylvirana spinulosa
,Sylvirana spinulosa
Odorranain,Sylvirana spinulosa
,Sylvirana spinulosa
,Sylvirana spinulosa
Ranatuerin,Sylvirana spinulosa
,Sylvirana spinulosa
Temporin,Sylvirana spinulosa
Temporin,Sylvirana spinulosa
Temporin,Sylvirana spinulosa
Temporin,Sylvirana spinulosa
,Sylvirana spinulosa
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Esculentin,
Ranatuerin,
Temporin,
Temporin,
Temporin,
Temporin,
,Distinctin chain
,Distinctin chain
Gaegurin,
,
,
,Distinctin chain
,Distinctin chain
,
,"synthetic construct"""
Temporin,"synthetic construct"""
Temporin,"synthetic construct"""
,Theloderma corticale
,Xenophilus sp. AP218F
,Xenophilus sp. AP218F
,Xenophilus sp. AP218F
,Caerulein precursor
,Caerulein precursor
,Caerulein precursor
,
,
,
,
,
,Xenoposin precursor
,Caerulein precursor
,Caerulein precursor
,
,
,
,
,
,Xenoposin precursor
,Xenoposin precursor
,Xenoposin precursor
,Small acidic
,Xenopsin peptides
,"Xenopus laevis, Peptide, 24 aa"""
,"Xenopus laevis, skin, Peptide, 66 aa"""
,Antimicrobial peptide
,
,Xenopus laevis
,
,Xenopus laevis
,Xenopus laevis
,Xenopus laevis
,Xenopus laevis
,
,Xenopus laevis
,Xenopus laevis
,Xenopus laevis
,Xenopus laevis
,Xenopus laevis
,Xenopus laevis
,Xenopus laevis
,Xenopus laevis
,Xenopus laevis
,
,Caerulein precursor
,Caerulein precursor
,Caerulein precursor
,Caerulein precursor
,Caerulein precursor
,Caerulein precursor
,Caerulein precursor
,Caerulein precursor
,
,
,
,
,
,
,
,
,
,Xenoposin precursor
,Xenoposin precursor
,Xenoposin precursor
,Antimicrobial peptide
,Antimicrobial peptide
,Antimicrobial peptide
,Antimicrobial peptide
,Antimicrobial peptide
,Antimicrobial peptide
,Antimicrobial peptide
,Xenopus tropicalis
,Xenopus tropicalis
,Xenopus tropicalis
,Xenopus tropicalis
,Xenopus tropicalis
,Xenopus tropicalis
,Xenopus tropicalis
,Zhangixalus feae
,Zhangixalus feae
